event_id,event_name,dance_style,description,day_of_week,start_date,end_date,start_time,end_time,source,location,price,url,event_type,address_id,time_stamp,Label,event_type_new
21,St. Patrick's Day w/ Q+Charlie,,,Monday,2025-03-17,2025-03-17,17:00:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
22,Miguelito Valdés+band,"bachata, cha cha, cumbia, merengue, salsa",,Tuesday,2025-03-18,2025-03-18,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
23,St. Cecilia,,,Wednesday,2025-03-19,2025-03-19,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
24,The Wedding Crashers,,,Thursday,2025-03-20,2025-03-20,21:00:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
25,Vinyl Wave,,,Friday,2025-03-21,2025-03-21,16:00:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
26,Big Shiny Dudes,,,Saturday,2025-03-22,2025-03-22,21:00:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
27,Max MacKrill,,,Monday,2025-03-24,2025-03-24,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
28,Miguelito Valdés+band,"bachata, cha cha, cumbia, merengue, salsa",,Tuesday,2025-03-25,2025-03-25,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
2,West Coast Swing,"swing, west coast swing",Beginner/Intermediate class at the Pro Pat Legion with a 1-hr lesson starting at 19:30 followed by social dancing from 20:30 to 21:45. Instructors: Andre and Vanessa.,Thursday,2025-03-06,2025-03-06,19:30:00,21:45:00,DJ Dancing Dean,"Pro Pat Legion, 411 Gorge Rd E,  BC, V8T 2W1, CA",$12,djdancingdean@39679421.mailchimpapp.com,class,1.0,2025-03-09 16:32:46.208023,0.0,"class, social dance"
4,Country Waltz,"country waltz, waltz",Beginner/Intermediate class at the Pro Pat Legion with a 1-hr lesson starting at 19:30 followed by social dancing from 20:30 to 21:45. Instructors: Justin and Johanna.,Thursday,2025-03-20,2025-03-20,19:30:00,21:45:00,DJ Dancing Dean,"Pro Pat Legion, 411 Gorge Rd E,  BC, V8T 2W1, CA",$12,djdancingdean@39679421.mailchimpapp.com,class,1.0,2025-03-09 16:32:46.208023,0.0,"class, social dance"
5,Rumba,rumba,Beginner/Intermediate class at the Pro Pat Legion with a 1-hr lesson starting at 19:30 followed by social dancing from 20:30 to 21:45. Instructors: Andrew and Jane.,Thursday,2025-03-27,2025-03-27,19:30:00,21:45:00,DJ Dancing Dean,"Pro Pat Legion, 411 Gorge Rd E,  BC, V8T 2W1, CA",$12,djdancingdean@39679421.mailchimpapp.com,class,1.0,2025-03-09 16:32:46.208023,0.0,"class, social dance"
7,WCS Collective Dance,wcs,Workshop at 7:00pm and Dance from 8:00 to 10:00pm. Dance Floor is Medium/Hardwood.,Saturday,2025-03-15,2025-03-15,19:00:00,22:00:00,John de Pfyffer,"Dance Victoria, 2780 Quadra St,  BC, V8T 4E7, CA",$12,dancevictoria1@shaw.ca,social dance,9.0,2025-03-09 16:33:32.272864,0.0,"workshop, social dance"
9,Commodores Big Band 50th Anniversary Show,salsa,Features performances by Salsa Caliente and by John & Christine. Only 10% of tickets are left.,Sunday,2025-03-16,2025-03-16,14:00:00,16:00:00,John de Pfyffer,"Mary Winspear Theatre, Sidney,  BC, V8L 1W9, CA",$35/person,dancevictoria1@shaw.ca,other,17634.0,2025-03-09 16:33:32.272864,0.0,other
12,WCS Collective Dance,wcs,Workshop at 7:00pm and Dance from 8:00 to 10:00pm. Dance Floor is Medium/Hardwood.,Saturday,2025-03-22,2025-03-22,19:00:00,22:00:00,John de Pfyffer,"Dance Victoria, 2780 Quadra St,  BC, V8T 4E7, CA",$12,dancevictoria1@shaw.ca,social dance,9.0,2025-03-09 16:33:32.272864,0.0,"workshop, social dance"
29,St. Cecilia,,,Wednesday,2025-03-26,2025-03-26,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
30,Vinyl Wave,,,Friday,2025-03-28,2025-03-28,16:00:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
31,The Temps,,,Saturday,2025-03-29,2025-03-29,21:00:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
32,JaimesonRhy,,,Sunday,2025-03-30,2025-03-30,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
33,Max MacKrill,,,Monday,2025-03-31,2025-03-31,20:30:00,,Bard and Banker,"1234 Government ST, VICTORIA, BC, V8W1Y3, CA",,https://www.bardandbanker.com/live-music,social dance,26.0,2025-03-09 17:00:47.616442,0.0,social dance
36,E&R Ballroom Social Dance,,E&R Ballroom Social Dance event.,Saturday,2025-04-05,2025-04-05,19:00:00,21:45:00,Victoria Ballroom Dance Society,"Saanich Commonwealth Place,  BC, V8Z 5M1, CA",,https://vbds.org/other-dancing-opportunities/,social dance,54.0,2025-03-09 17:01:22.728672,0.0,social dance
38,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-03-09,2025-03-09,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
39,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-03-16,2025-03-16,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
40,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-03-23,2025-03-23,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
41,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-03-30,2025-03-30,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
42,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-04-06,2025-04-06,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
43,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-04-13,2025-04-13,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
44,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-04-20,2025-04-20,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
45,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-04-27,2025-04-27,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
46,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-05-04,2025-05-04,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
47,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-05-11,2025-05-11,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
48,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-05-18,2025-05-18,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
49,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-05-25,2025-05-25,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
50,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-06-01,2025-06-01,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
51,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-06-08,2025-06-08,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
52,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-06-15,2025-06-15,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
53,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-06-22,2025-06-22,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
35,NBDS Social Dance Tango Workshop,tango,NBDS Social Dance featuring a Tango Workshop from 7:00–8:00 and Ballroom Dance from 8:00–10:00.,Friday,2025-04-04,2025-04-04,19:00:00,22:00:00,Victoria Ballroom Dance Society,Bowne Park Rec Centre,,https://vbds.org/other-dancing-opportunities/,social dance,0.0,2025-03-09 17:01:22.728672,0.0,"workshop, social dance"
356,Weekly Friday Social Dance,swing,Weekly social dance event.,Friday,2025-04-25,2025-04-25,,,Red Hot Swing,"Dance Victoria,  BC, V8T 4E8, CA",,https://www.redhotswing.com/?page_id=8,social dance,2392.0,2025-03-09 17:04:56.868730,0.0,social dance
54,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-06-29,2025-06-29,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
55,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-07-06,2025-07-06,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
56,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-07-13,2025-07-13,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
57,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-07-20,2025-07-20,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
58,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-07-27,2025-07-27,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
59,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-08-03,2025-08-03,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
60,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-08-10,2025-08-10,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
61,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-08-17,2025-08-17,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
62,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-08-24,2025-08-24,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
63,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-08-31,2025-08-31,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
64,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-09-07,2025-09-07,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
65,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-09-14,2025-09-14,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
66,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-09-21,2025-09-21,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
67,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-09-28,2025-09-28,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
68,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-10-05,2025-10-05,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
69,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-10-12,2025-10-12,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
70,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-10-19,2025-10-19,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
71,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-10-26,2025-10-26,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
72,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-11-02,2025-11-02,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
73,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-11-09,2025-11-09,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
74,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-11-16,2025-11-16,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
75,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-11-23,2025-11-23,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
76,Blues Jam Sunday Blues Services,,For those in need of the 'Sunday Blues Services'. Open mic jam with live blues; dancing is encouraged.,Sunday,2025-11-30,2025-11-30,15:00:00,19:30:00,Deb Rhymer Band,"The Wicket Hall (Strathcona Hotel),  BC, V8W 2C2, CA",,https://www.debrhymerband.com/shows,social dance,2475.0,2025-03-09 17:02:39.675743,0.0,social dance
91,Swing 2 Lindy Hop (3 of 6),"lindy, lindy hop, swing","When you are ready to sign up for a series, just head over to our class registration page to let us know you are coming ! If you'd like to find out how our classes work, read course descriptions, or check out our prices, then have a boo at the page all about our classes . :)",Sunday,2025-03-09,2025-03-09,16:30:00,18:00:00,Red Hot Swing,"2750 Quadra ST, VICTORIA, BC, V8T4E8, CA",,https://www.google.com/calendar/event?eid=N29qcmoxaWZodWltMTk5b2IzYjJmc2NmcWVfMjAyNTAzMDlUMjMzMDAwWiA3OWNmcDNhc2Y3Ym9kOXE0aWNnYzRydHRub0Bn,class,63.0,2025-03-09 17:03:12.463994,0.0,class
92,Swing 1 (3 of 6),swing,"When you are ready to sign up for a series, just head over to our class registration page to let us know you are coming ! If you'd like to find out how our classes work, read course descriptions, or check out our prices, then have a boo at the page all about our classes . :)",Sunday,2025-03-09,2025-03-09,18:15:00,19:45:00,Red Hot Swing,"2750 Quadra ST, VICTORIA, BC, V8T4E8, CA",,https://www.google.com/calendar/event?eid=MTcyZzBvNHNsZWg1ZjgyNG84Z2I3cTloMW5fMjAyNTAzMTBUMDExNTAwWiA3OWNmcDNhc2Y3Ym9kOXE0aWNnYzRydHRub0Bn,class,63.0,2025-03-09 17:03:12.463994,0.0,class
93,Swing 4 Shag (3 of 6),swing,"When you are ready to sign up for a series, just head over to our class registration page to let us know you are coming ! If you'd like to find out how our classes work, read course descriptions, or check out our prices, then have a boo at the page all about our classes . :)",Sunday,2025-03-09,2025-03-09,20:00:00,21:30:00,Red Hot Swing,"2750 Quadra ST, VICTORIA, BC, V8T4E8, CA",,https://www.google.com/calendar/event?eid=NDVhbTNqbnI5NWY3aWFiMTI3YW1jYm1hOWhfMjAyNTAzMTBUMDMwMDAwWiA3OWNmcDNhc2Y3Ym9kOXE0aWNnYzRydHRub0Bn,class,63.0,2025-03-09 17:03:12.463994,0.0,class
95,Swing 1 (3 of 6),swing,"When you are ready to sign up for a series, just head over to our class registration page to let us know you are coming ! If you'd like to find out how our classes work, read course descriptions, or check out our prices, then have a boo at the page all about our classes . :)",Tuesday,2025-03-11,2025-03-11,20:00:00,21:30:00,Red Hot Swing,"658 Richmond AVE, VICTORIA, BC, V8S3Y7, CA",,https://www.google.com/calendar/event?eid=MzR2YmkzdWU5YWZvZGRjaWNlMmRuZjYyMmlfMjAyNTAzMTJUMDMwMDAwWiA3OWNmcDNhc2Y3Ym9kOXE0aWNnYzRydHRub0Bn,class,4952.0,2025-03-09 17:03:12.463994,0.0,class
96,New mini-class begins!,swing,nan,Tuesday,2025-03-11,2025-03-12,,,Red Hot Swing,,,https://www.google.com/calendar/event?eid=MmkwNWJpb2ZmNnQzY3JuYzJqa2g3aTZjZWIgNzljZnAzYXNmN2JvZDlxNGljZ2M0cnR0bm9AZw,class,0.0,2025-03-09 17:03:12.463994,0.0,class
357,Weekly Friday Social Dance,swing,Weekly social dance event.,Friday,2025-05-02,2025-05-02,,,Red Hot Swing,"Dance Victoria,  BC, V8T 4E8, CA",,https://www.redhotswing.com/?page_id=8,social dance,2392.0,2025-03-09 17:04:56.868730,0.0,social dance
